Category,Cause,Site,Month,Year,Severity,Status,Count
Complaint,External,Hudson,Nov,2008,Critical,Closed,9
Customer,Training,Weston,Dec,2008,Major,Closed,8
Customer,Procedure,Weston,Dec,2008,Near Miss,Open,7
Spill,Personnel,Weston,Dec,2008,Critical,Closed,8
Spill,Equipment,Weston,Dec,2008,Medium,Closed,9
Injury,Design,Weston,Dec,2008,Medium,Closed,13
Injury,External,Weston,Dec,2008,Critical,Closed,8
Transport,Design,Weston,Dec,2008,Major,Open,6
Transport,Equipment,Weston,Dec,2008,Near Miss,Closed,5
Equipment,Equipment,Weston,Dec,2008,Medium,Closed,7
Equipment,Management,Weston,Dec,2008,Major,Closed,8
Security,Equipment,Weston,Dec,2008,Major,Open,9
Security,Design,Weston,Dec,2008,Major,Closed,10
Divergence,Personnel,Weston,Dec,2008,Near Miss,Closed,8
Divergence,Management,Weston,Dec,2008,Near Miss,Closed,9
Complaint,Procedure,Weston,Dec,2008,Near Miss,Closed,10
Complaint,Material,Weston,Dec,2008,Near Miss,Closed,8
Customer,Personnel,Bolton,Dec,2008,Near Miss,Closed,10
Customer,Management,Bolton,Dec,2008,Near Miss,Closed,8
Spill,Equipment,Bolton,Dec,2008,Major,Closed,11
Spill,Management,Bolton,Dec,2008,Major,Closed,7
Injury,Material,Bolton,Dec,2008,Medium,Closed,6
Injury,Personnel,Bolton,Dec,2008,Medium,Open,8
Transport,Design,Bolton,Dec,2008,Major,Closed,4
Transport,External,Bolton,Dec,2008,Critical,Closed,6
Equipment,Material,Bolton,Dec,2008,Major,Open,5
Equipment,Training,Bolton,Dec,2008,Critical,Open,7
Security,Management,Bolton,Dec,2008,Medium,Open,8
Security,Equipment,Bolton,Dec,2008,Near Miss,Closed,6
Divergence,Management,Bolton,Dec,2008,Major,Closed,6
Divergence,Material,Bolton,Dec,2008,Medium,Open,8
Complaint,Material,Bolton,Dec,2008,Medium,Closed,9
Complaint,Training,Bolton,Dec,2008,Medium,Closed,13
Customer,External,Shirley,Dec,2008,Medium,Closed,8
Customer,Material,Shirley,Dec,2008,Critical,Open,8
Spill,Procedure,Shirley,Dec,2008,Critical,Open,12
Spill,Training,Shirley,Dec,2008,Critical,Closed,8
Injury,Procedure,Shirley,Dec,2008,Critical,Open,9
Injury,Equipment,Shirley,Dec,2008,Major,Closed,6
Transport,Design,Shirley,Dec,2008,Major,Closed,14
Transport,Personnel,Shirley,Dec,2008,Medium,Closed,12
Equipment,Management,Shirley,Dec,2008,Major,Closed,8
Equipment,Design,Shirley,Dec,2008,Near Miss,Open,9
Security,Design,Shirley,Dec,2008,Critical,Closed,8
Security,Material,Shirley,Dec,2008,Near Miss,Open,8
Divergence,Personnel,Shirley,Dec,2008,Medium,Closed,7
Divergence,External,Shirley,Dec,2008,Near Miss,Closed,5
Complaint,Procedure,Shirley,Dec,2008,Medium,Closed,6
Complaint,Material,Shirley,Dec,2008,Major,Closed,2
Customer,Equipment,Lincoln,Dec,2008,Critical,Closed,9
Customer,External,Lincoln,Dec,2008,Near Miss,Closed,7
Spill,Procedure,Lincoln,Dec,2008,Critical,Closed,14
Spill,Equipment,Lincoln,Dec,2008,Medium,Open,12
Injury,Equipment,Lincoln,Dec,2008,Near Miss,Closed,6
Injury,External,Lincoln,Dec,2008,Near Miss,Closed,5
Transport,Management,Lincoln,Dec,2008,Critical,Closed,6
Transport,Personnel,Lincoln,Dec,2008,Major,Open,11
Equipment,Equipment,Lincoln,Dec,2008,Major,Closed,4
Equipment,Training,Lincoln,Dec,2008,Near Miss,Closed,6
Security,Design,Lincoln,Dec,2008,Near Miss,Closed,5
Security,Personnel,Lincoln,Dec,2008,Near Miss,Closed,6
Divergence,External,Lincoln,Dec,2008,Critical,Open,11
Divergence,Personnel,Lincoln,Dec,2008,Major,Closed,7
Complaint,Equipment,Lincoln,Dec,2008,Major,Open,3
Complaint,External,Lincoln,Dec,2008,Near Miss,Closed,4
Customer,Procedure,Maynard,Dec,2008,Near Miss,Closed,14
Customer,Design,Maynard,Dec,2008,Major,Closed,5
Spill,Procedure,Maynard,Dec,2008,Major,Closed,12
Spill,External,Maynard,Dec,2008,Near Miss,Open,12
Injury,Procedure,Maynard,Dec,2008,Major,Closed,5
Injury,Training,Maynard,Dec,2008,Major,Open,6
Transport,Design,Maynard,Dec,2008,Major,Closed,10
Transport,External,Maynard,Dec,2008,Medium,Closed,6
Equipment,Material,Maynard,Dec,2008,Major,Closed,8
Equipment,Personnel,Maynard,Dec,2008,Major,Closed,10
Security,Management,Maynard,Dec,2008,Near Miss,Closed,15
Security,Design,Maynard,Dec,2008,Critical,Closed,6
Divergence,Equipment,Maynard,Dec,2008,Major,Closed,6
Divergence,Material,Maynard,Dec,2008,Medium,Open,12
Complaint,Equipment,Maynard,Dec,2008,Medium,Open,4
Complaint,Personnel,Maynard,Dec,2008,Major,Closed,15
Customer,Management,Acton,Dec,2008,Near Miss,Closed,12
Customer,Procedure,Acton,Dec,2008,Critical,Closed,3
Spill,Equipment,Acton,Dec,2008,Major,Closed,6
Spill,Material,Acton,Dec,2008,Major,Closed,12
Injury,Procedure,Acton,Dec,2008,Medium,Closed,11
Injury,Material,Acton,Dec,2008,Major,Open,5
Transport,Material,Acton,Dec,2008,Medium,Closed,5
Transport,Management,Acton,Dec,2008,Critical,Closed,9
Equipment,Management,Acton,Dec,2008,Major,Closed,8
Equipment,Training,Acton,Dec,2008,Critical,Closed,10
Security,Material,Acton,Dec,2008,Major,Closed,10
Security,Training,Acton,Dec,2008,Critical,Open,14
Divergence,External,Acton,Dec,2008,Major,Open,10
Divergence,Management,Acton,Dec,2008,Medium,Open,5
Complaint,Personnel,Acton,Dec,2008,Near Miss,Closed,7
Complaint,Training,Acton,Dec,2008,Medium,Closed,12
Customer,External,Concord,Dec,2008,Critical,Open,8
Customer,Procedure,Concord,Dec,2008,Medium,Closed,12
Spill,External,Concord,Dec,2008,Critical,Open,8
Spill,Material,Concord,Dec,2008,Major,Closed,4
Injury,Equipment,Concord,Dec,2008,Near Miss,Open,7
Injury,Management,Concord,Dec,2008,Major,Closed,9
Transport,Management,Concord,Dec,2008,Critical,Closed,9
Transport,Procedure,Concord,Dec,2008,Major,Open,10
Equipment,Training,Concord,Dec,2008,Medium,Closed,8
Equipment,Material,Concord,Dec,2008,Critical,Closed,10
Security,Management,Concord,Dec,2008,Critical,Closed,9
Security,External,Concord,Dec,2008,Major,Closed,10
Divergence,Material,Concord,Dec,2008,Major,Open,10
Divergence,Procedure,Concord,Dec,2008,Near Miss,Closed,2
Complaint,External,Concord,Dec,2008,Near Miss,Closed,14
Complaint,Training,Concord,Dec,2008,Major,Closed,10
Customer,External,Hudson,Dec,2008,Major,Closed,9
Customer,Management,Hudson,Dec,2008,Critical,Closed,7
Spill,External,Hudson,Dec,2008,Critical,Closed,9
Spill,Material,Hudson,Dec,2008,Major,Closed,5
Injury,Design,Hudson,Dec,2008,Medium,Closed,8
Injury,Personnel,Hudson,Dec,2008,Medium,Open,6
Transport,Material,Hudson,Dec,2008,Medium,Closed,11
Transport,Training,Hudson,Dec,2008,Major,Closed,6
Equipment,Equipment,Hudson,Dec,2008,Medium,Open,5
Equipment,Personnel,Hudson,Dec,2008,Critical,Closed,15
Security,Procedure,Hudson,Dec,2008,Critical,Closed,10
Security,Training,Hudson,Dec,2008,Critical,Closed,9
Divergence,Training,Hudson,Dec,2008,Medium,Closed,7
Divergence,Equipment,Hudson,Dec,2008,Near Miss,Closed,8
Complaint,Management,Hudson,Dec,2008,Major,Closed,9
Complaint,Design,Hudson,Dec,2008,Critical,Closed,9
Customer,Training,Weston,Jan,2009,Medium,Open,8
Customer,Management,Weston,Jan,2009,Near Miss,Open,14
Spill,Personnel,Weston,Jan,2009,Medium,Closed,9
Spill,Equipment,Weston,Jan,2009,Medium,Closed,3
Injury,Training,Weston,Jan,2009,Major,Closed,7
Injury,Procedure,Weston,Jan,2009,Critical,Closed,13
Transport,External,Weston,Jan,2009,Major,Open,7
Transport,Procedure,Weston,Jan,2009,Critical,Closed,10
Equipment,Management,Weston,Jan,2009,Critical,Closed,4
Equipment,Equipment,Weston,Jan,2009,Critical,Open,7
Security,External,Weston,Jan,2009,Medium,Closed,7
Security,Personnel,Weston,Jan,2009,Major,Closed,4
Divergence,Material,Weston,Jan,2009,Major,Closed,5
Divergence,Design,Weston,Jan,2009,Major,Closed,8
Complaint,External,Weston,Jan,2009,Medium,Closed,10
Complaint,Design,Weston,Jan,2009,Major,Closed,9
Customer,Training,Bolton,Jan,2009,Major,Open,12
Customer,Design,Bolton,Jan,2009,Critical,Closed,5
Spill,External,Bolton,Jan,2009,Medium,Closed,9
Spill,Equipment,Bolton,Jan,2009,Near Miss,Closed,6
Injury,Procedure,Bolton,Jan,2009,Near Miss,Open,4
Injury,Design,Bolton,Jan,2009,Medium,Closed,16
Transport,Training,Bolton,Jan,2009,Critical,Closed,8
Transport,Management,Bolton,Jan,2009,Medium,Open,4
Equipment,Design,Bolton,Jan,2009,Major,Closed,12
Equipment,Procedure,Bolton,Jan,2009,Major,Closed,14
Security,Design,Bolton,Jan,2009,Near Miss,Open,4
Security,Training,Bolton,Jan,2009,Major,Closed,9
Divergence,Training,Bolton,Jan,2009,Critical,Closed,8
Divergence,External,Bolton,Jan,2009,Major,Closed,8
Complaint,Management,Bolton,Jan,2009,Medium,Closed,5
Complaint,Personnel,Bolton,Jan,2009,Near Miss,Closed,2
Customer,Material,Shirley,Jan,2009,Near Miss,Closed,6
Customer,Personnel,Shirley,Jan,2009,Major,Closed,6
Spill,Management,Shirley,Jan,2009,Medium,Closed,4
Spill,Design,Shirley,Jan,2009,Critical,Open,4
Injury,Training,Shirley,Jan,2009,Critical,Closed,7
Injury,Procedure,Shirley,Jan,2009,Medium,Closed,4
Transport,External,Shirley,Jan,2009,Near Miss,Closed,7
Transport,Procedure,Shirley,Jan,2009,Critical,Open,11
Equipment,Design,Shirley,Jan,2009,Major,Open,8
Equipment,Personnel,Shirley,Jan,2009,Near Miss,Closed,10
Security,Procedure,Shirley,Jan,2009,Medium,Open,10
Security,Equipment,Shirley,Jan,2009,Medium,Closed,8
Divergence,Training,Shirley,Jan,2009,Critical,Closed,9
Divergence,Procedure,Shirley,Jan,2009,Major,Closed,9
Complaint,Procedure,Shirley,Jan,2009,Major,Open,9
Complaint,Personnel,Shirley,Jan,2009,Near Miss,Open,5
Customer,External,Lincoln,Jan,2009,Critical,Closed,12
Customer,Training,Lincoln,Jan,2009,Major,Closed,7
Spill,Procedure,Lincoln,Jan,2009,Critical,Closed,6
Spill,Management,Lincoln,Jan,2009,Near Miss,Closed,13
Injury,Material,Lincoln,Jan,2009,Critical,Closed,9
Injury,Training,Lincoln,Jan,2009,Near Miss,Open,12
Transport,Management,Lincoln,Jan,2009,Critical,Open,6
Transport,Material,Lincoln,Jan,2009,Major,Closed,6
Equipment,Personnel,Lincoln,Jan,2009,Critical,Closed,8
Equipment,Equipment,Lincoln,Jan,2009,Major,Closed,10
Security,Material,Lincoln,Jan,2009,Critical,Closed,8
Security,Equipment,Lincoln,Jan,2009,Near Miss,Open,7
Divergence,Procedure,Lincoln,Jan,2009,Major,Closed,6
Divergence,Equipment,Lincoln,Jan,2009,Major,Open,6
Complaint,Equipment,Lincoln,Jan,2009,Critical,Closed,6
Complaint,Procedure,Lincoln,Jan,2009,Medium,Closed,7
Customer,Procedure,Maynard,Jan,2009,Critical,Closed,7
Customer,Equipment,Maynard,Jan,2009,Critical,Closed,5
Spill,External,Maynard,Jan,2009,Critical,Open,13
Spill,Material,Maynard,Jan,2009,Critical,Open,6
Injury,Training,Maynard,Jan,2009,Medium,Closed,5
Injury,Design,Maynard,Jan,2009,Major,Closed,4
Transport,Personnel,Maynard,Jan,2009,Near Miss,Closed,6
Transport,Procedure,Maynard,Jan,2009,Medium,Closed,10
Equipment,Design,Maynard,Jan,2009,Near Miss,Closed,9
Equipment,Procedure,Maynard,Jan,2009,Near Miss,Closed,7
Security,Design,Maynard,Jan,2009,Near Miss,Closed,6
Security,External,Maynard,Jan,2009,Medium,Closed,6
Divergence,Equipment,Maynard,Jan,2009,Major,Closed,6
Divergence,Personnel,Maynard,Jan,2009,Critical,Closed,8
Complaint,Management,Maynard,Jan,2009,Near Miss,Closed,10
Complaint,External,Maynard,Jan,2009,Critical,Open,8
Customer,Training,Acton,Jan,2009,Near Miss,Closed,7
Customer,External,Acton,Jan,2009,Major,Open,8
Spill,Training,Acton,Jan,2009,Near Miss,Closed,8
Spill,Design,Acton,Jan,2009,Near Miss,Closed,7
Injury,Design,Acton,Jan,2009,Critical,Open,6
Injury,Training,Acton,Jan,2009,Critical,Closed,8
Transport,Material,Acton,Jan,2009,Near Miss,Closed,7
Transport,External,Acton,Jan,2009,Medium,Closed,6
Equipment,Procedure,Acton,Jan,2009,Major,Closed,8
Equipment,Personnel,Acton,Jan,2009,Critical,Closed,16
Security,Equipment,Acton,Jan,2009,Medium,Closed,9
Security,Procedure,Acton,Jan,2009,Medium,Closed,13
Divergence,Design,Acton,Jan,2009,Medium,Closed,6
Divergence,Procedure,Acton,Jan,2009,Major,Open,6
Complaint,External,Acton,Jan,2009,Medium,Open,8
Complaint,Management,Acton,Jan,2009,Critical,Closed,11
Customer,External,Concord,Jan,2009,Major,Open,10
Customer,Personnel,Concord,Jan,2009,Critical,Closed,2
Spill,Training,Concord,Jan,2009,Critical,Closed,4
Spill,Procedure,Concord,Jan,2009,Major,Open,7
Injury,Personnel,Concord,Jan,2009,Medium,Open,14
Injury,Management,Concord,Jan,2009,Major,Closed,12
Transport,Equipment,Concord,Jan,2009,Major,Open,10
Transport,Personnel,Concord,Jan,2009,Critical,Open,7
Equipment,Personnel,Concord,Jan,2009,Critical,Closed,4
Equipment,Material,Concord,Jan,2009,Medium,Closed,8
Security,External,Concord,Jan,2009,Medium,Open,8
Security,Equipment,Concord,Jan,2009,Critical,Closed,7
Divergence,Procedure,Concord,Jan,2009,Major,Open,9
Divergence,Management,Concord,Jan,2009,Critical,Closed,7
Complaint,Management,Concord,Jan,2009,Near Miss,Closed,8
Complaint,Procedure,Concord,Jan,2009,Medium,Closed,4
Customer,Equipment,Hudson,Jan,2009,Medium,Closed,11
Customer,Procedure,Hudson,Jan,2009,Critical,Closed,9
Spill,Material,Hudson,Jan,2009,Major,Closed,7
Spill,Design,Hudson,Jan,2009,Near Miss,Open,6
Injury,Material,Hudson,Jan,2009,Medium,Closed,12
Injury,Design,Hudson,Jan,2009,Critical,Closed,8
Transport,Personnel,Hudson,Jan,2009,Medium,Closed,9
Transport,Procedure,Hudson,Jan,2009,Medium,Closed,3
Equipment,Equipment,Hudson,Jan,2009,Medium,Closed,4
Equipment,Design,Hudson,Jan,2009,Critical,Open,8
Security,Personnel,Hudson,Jan,2009,Near Miss,Closed,7
Security,Procedure,Hudson,Jan,2009,Medium,Open,11
Divergence,Design,Hudson,Jan,2009,Critical,Closed,6
Divergence,Material,Hudson,Jan,2009,Medium,Closed,6
Complaint,Management,Hudson,Jan,2009,Near Miss,Closed,8
Complaint,Equipment,Hudson,Jan,2009,Medium,Closed,7
Customer,External,Weston,Feb,2009,Medium,Closed,14
Customer,Design,Weston,Feb,2009,Critical,Closed,12
Spill,Material,Weston,Feb,2009,Medium,Closed,10
Spill,Personnel,Weston,Feb,2009,Major,Closed,7
Injury,Training,Weston,Feb,2009,Near Miss,Closed,7
Injury,Procedure,Weston,Feb,2009,Critical,Open,6
Transport,External,Weston,Feb,2009,Near Miss,Closed,15
Transport,Personnel,Weston,Feb,2009,Near Miss,Closed,9
Equipment,Management,Weston,Feb,2009,Major,Closed,10
Equipment,Equipment,Weston,Feb,2009,Medium,Closed,4
Security,Training,Weston,Feb,2009,Major,Closed,17
Security,External,Weston,Feb,2009,Critical,Open,11
Divergence,Design,Weston,Feb,2009,Critical,Closed,10
Divergence,Material,Weston,Feb,2009,Major,Closed,10
Complaint,Equipment,Weston,Feb,2009,Major,Open,6
Complaint,External,Weston,Feb,2009,Major,Open,4
Customer,Training,Bolton,Feb,2009,Critical,Closed,7
Customer,Management,Bolton,Feb,2009,Critical,Closed,9
Spill,Equipment,Bolton,Feb,2009,Medium,Open,13
Spill,Management,Bolton,Feb,2009,Medium,Closed,6
Injury,Management,Bolton,Feb,2009,Near Miss,Closed,8
Injury,Personnel,Bolton,Feb,2009,Critical,Closed,7
Transport,Material,Bolton,Feb,2009,Medium,Open,8
Transport,Training,Bolton,Feb,2009,Major,Closed,7
Equipment,Training,Bolton,Feb,2009,Near Miss,Closed,9
Equipment,Management,Bolton,Feb,2009,Major,Closed,9
Security,Material,Bolton,Feb,2009,Critical,Closed,5
Security,Training,Bolton,Feb,2009,Critical,Open,4
Divergence,Procedure,Bolton,Feb,2009,Medium,Open,13
Divergence,External,Bolton,Feb,2009,Medium,Open,5
Complaint,Procedure,Bolton,Feb,2009,Medium,Open,10
Complaint,Management,Bolton,Feb,2009,Medium,Closed,4
Customer,Design,Shirley,Feb,2009,Medium,Closed,7
Customer,Material,Shirley,Feb,2009,Near Miss,Open,10
Spill,Personnel,Shirley,Feb,2009,Major,Closed,5
Spill,Equipment,Shirley,Feb,2009,Critical,Open,7
Injury,Design,Shirley,Feb,2009,Medium,Closed,8
Injury,Management,Shirley,Feb,2009,Medium,Closed,10
Transport,Design,Shirley,Feb,2009,Near Miss,Open,3
Transport,Material,Shirley,Feb,2009,Major,Open,8
Equipment,Procedure,Shirley,Feb,2009,Medium,Closed,9
Equipment,Training,Shirley,Feb,2009,Medium,Closed,8
Security,Procedure,Shirley,Feb,2009,Critical,Closed,9
Security,Equipment,Shirley,Feb,2009,Near Miss,Closed,12
Divergence,Management,Shirley,Feb,2009,Major,Closed,7
Divergence,Personnel,Shirley,Feb,2009,Medium,Closed,5
Complaint,Personnel,Shirley,Feb,2009,Major,Open,6
Complaint,Design,Shirley,Feb,2009,Medium,Closed,7
Customer,Design,Lincoln,Feb,2009,Major,Closed,7
Customer,Material,Lincoln,Feb,2009,Medium,Open,4
Spill,Personnel,Lincoln,Feb,2009,Major,Open,9
Spill,Design,Lincoln,Feb,2009,Medium,Open,7
Injury,Procedure,Lincoln,Feb,2009,Near Miss,Open,9
Injury,Design,Lincoln,Feb,2009,Major,Open,3
Transport,External,Lincoln,Feb,2009,Near Miss,Closed,9
Transport,Design,Lincoln,Feb,2009,Medium,Closed,8
Equipment,Training,Lincoln,Feb,2009,Near Miss,Closed,12
Equipment,Design,Lincoln,Feb,2009,Critical,Open,7
Security,Training,Lincoln,Feb,2009,Major,Open,10
Security,Equipment,Lincoln,Feb,2009,Near Miss,Closed,4
Divergence,Management,Lincoln,Feb,2009,Critical,Closed,4
Divergence,Personnel,Lincoln,Feb,2009,Medium,Closed,12
Complaint,Material,Lincoln,Feb,2009,Medium,Closed,7
Complaint,Management,Lincoln,Feb,2009,Medium,Closed,7
Customer,Personnel,Maynard,Feb,2009,Medium,Open,4
Customer,Management,Maynard,Feb,2009,Medium,Open,9
Spill,Procedure,Maynard,Feb,2009,Critical,Closed,8
Spill,Design,Maynard,Feb,2009,Medium,Closed,6
Injury,Equipment,Maynard,Feb,2009,Critical,Closed,6
Injury,Design,Maynard,Feb,2009,Medium,Open,4
Transport,Management,Maynard,Feb,2009,Major,Closed,5
Transport,Procedure,Maynard,Feb,2009,Medium,Open,9
Equipment,External,Maynard,Feb,2009,Medium,Closed,3
Equipment,Training,Maynard,Feb,2009,Critical,Closed,8
Security,Personnel,Maynard,Feb,2009,Major,Closed,12
Security,Equipment,Maynard,Feb,2009,Near Miss,Open,13
Divergence,Material,Maynard,Feb,2009,Major,Closed,8
Divergence,Procedure,Maynard,Feb,2009,Near Miss,Closed,11
Complaint,Training,Maynard,Feb,2009,Critical,Closed,15
Complaint,External,Maynard,Feb,2009,Major,Closed,9
Customer,Material,Acton,Feb,2009,Major,Open,14
Customer,Design,Acton,Feb,2009,Major,Closed,6
Spill,Procedure,Acton,Feb,2009,Medium,Open,7
Spill,Training,Acton,Feb,2009,Near Miss,Closed,6
Injury,External,Acton,Feb,2009,Medium,Closed,7
Injury,Design,Acton,Feb,2009,Medium,Open,11
Transport,Procedure,Acton,Feb,2009,Near Miss,Open,6
Transport,External,Acton,Feb,2009,Major,Closed,8
Equipment,Design,Acton,Feb,2009,Medium,Closed,14
Equipment,External,Acton,Feb,2009,Major,Closed,13
Security,Procedure,Acton,Feb,2009,Near Miss,Open,6
Security,Training,Acton,Feb,2009,Near Miss,Open,8
Divergence,Training,Acton,Feb,2009,Near Miss,Closed,3
Divergence,Management,Acton,Feb,2009,Major,Closed,4
Complaint,Training,Acton,Feb,2009,Major,Closed,16
Complaint,External,Acton,Feb,2009,Near Miss,Open,7
Customer,Training,Concord,Feb,2009,Medium,Closed,8
Customer,Equipment,Concord,Feb,2009,Near Miss,Closed,6
Spill,Training,Concord,Feb,2009,Medium,Closed,8
Spill,External,Concord,Feb,2009,Major,Closed,11
Injury,Personnel,Concord,Feb,2009,Medium,Closed,10
Injury,Procedure,Concord,Feb,2009,Critical,Closed,11
Transport,Training,Concord,Feb,2009,Near Miss,Open,8
Transport,Procedure,Concord,Feb,2009,Near Miss,Closed,11
Equipment,Personnel,Concord,Feb,2009,Major,Closed,11
Equipment,Design,Concord,Feb,2009,Major,Open,12
Security,Management,Concord,Feb,2009,Near Miss,Closed,8
Security,Procedure,Concord,Feb,2009,Near Miss,Closed,4
Divergence,Management,Concord,Feb,2009,Critical,Open,7
Divergence,Design,Concord,Feb,2009,Critical,Open,4
Complaint,Training,Concord,Feb,2009,Critical,Closed,6
Complaint,Personnel,Concord,Feb,2009,Near Miss,Closed,7
Customer,Management,Hudson,Feb,2009,Critical,Open,4
Customer,Material,Hudson,Feb,2009,Major,Closed,7
Spill,Management,Hudson,Feb,2009,Major,Closed,9
Spill,Material,Hudson,Feb,2009,Near Miss,Closed,7
Injury,Personnel,Hudson,Feb,2009,Medium,Closed,5
Injury,Equipment,Hudson,Feb,2009,Medium,Closed,10
Transport,Design,Hudson,Feb,2009,Near Miss,Open,8
Transport,Training,Hudson,Feb,2009,Major,Closed,17
Equipment,Personnel,Hudson,Feb,2009,Medium,Closed,4
Equipment,Procedure,Hudson,Feb,2009,Near Miss,Open,10
Security,Equipment,Hudson,Feb,2009,Major,Open,5
Security,Management,Hudson,Feb,2009,Major,Closed,6
Divergence,Design,Hudson,Feb,2009,Near Miss,Closed,8
Divergence,External,Hudson,Feb,2009,Major,Closed,9
Complaint,Design,Hudson,Feb,2009,Critical,Closed,2
Complaint,Personnel,Hudson,Feb,2009,Critical,Closed,12
Customer,External,Weston,Mar,2009,Near Miss,Closed,12
Customer,Management,Weston,Mar,2009,Medium,Closed,11
Spill,Material,Weston,Mar,2009,Critical,Closed,7
Spill,External,Weston,Mar,2009,Critical,Open,13
Injury,Procedure,Weston,Mar,2009,Major,Closed,7
Injury,Equipment,Weston,Mar,2009,Near Miss,Closed,3
Transport,Procedure,Weston,Mar,2009,Medium,Closed,9
Transport,Training,Weston,Mar,2009,Near Miss,Closed,9
Equipment,Management,Weston,Mar,2009,Medium,Closed,9
Equipment,Personnel,Weston,Mar,2009,Near Miss,Closed,7
Security,Material,Weston,Mar,2009,Near Miss,Open,17
Security,Design,Weston,Mar,2009,Medium,Open,11
Divergence,Material,Weston,Mar,2009,Major,Closed,6
Divergence,Training,Weston,Mar,2009,Near Miss,Closed,11
Complaint,External,Weston,Mar,2009,Near Miss,Closed,8
Complaint,Material,Weston,Mar,2009,Critical,Closed,3
Customer,Personnel,Bolton,Mar,2009,Medium,Closed,7
Customer,Design,Bolton,Mar,2009,Medium,Open,8
Spill,Design,Bolton,Mar,2009,Major,Open,6
Spill,Training,Bolton,Mar,2009,Major,Open,8
Injury,External,Bolton,Mar,2009,Critical,Open,6
